PING 52.175.213.212 (52.175.213.212) 56(84) bytes of data.
64 bytes from 52.175.213.212: icmp_seq=307 ttl=57 time=1.49 ms
64 bytes from 52.175.213.212: icmp_seq=308 ttl=57 time=1.47 ms
64 bytes from 52.175.213.212: icmp_seq=309 ttl=57 time=1.16 ms
64 bytes from 52.175.213.212: icmp_seq=310 ttl=57 time=1.24 ms
64 bytes from 52.175.213.212: icmp_seq=311 ttl=57 time=1.00 ms
64 bytes from 52.175.213.212: icmp_seq=312 ttl=57 time=1.21 ms
64 bytes from 52.175.213.212: icmp_seq=313 ttl=57 time=1.49 ms
64 bytes from 52.175.213.212: icmp_seq=314 ttl=57 time=0.973 ms
64 bytes from 52.175.213.212: icmp_seq=315 ttl=57 time=1.48 ms
64 bytes from 52.175.213.212: icmp_seq=316 ttl=57 time=2.12 ms
64 bytes from 52.175.213.212: icmp_seq=317 ttl=57 time=1.37 ms
64 bytes from 52.175.213.212: icmp_seq=318 ttl=57 time=1.25 ms
64 bytes from 52.175.213.212: icmp_seq=319 ttl=57 time=1.38 ms
64 bytes from 52.175.213.212: icmp_seq=320 ttl=57 time=1.41 ms
64 bytes from 52.175.213.212: icmp_seq=321 ttl=57 time=1.52 ms
64 bytes from 52.175.213.212: icmp_seq=322 ttl=57 time=1.87 ms
64 bytes from 52.175.213.212: icmp_seq=323 ttl=57 time=2.00 ms
64 bytes from 52.175.213.212: icmp_seq=324 ttl=57 time=1.78 ms
64 bytes from 52.175.213.212: icmp_seq=325 ttl=57 time=1.16 ms
64 bytes from 52.175.213.212: icmp_seq=326 ttl=57 time=1.13 ms
64 bytes from 52.175.213.212: icmp_seq=327 ttl=57 time=1.11 ms
64 bytes from 52.175.213.212: icmp_seq=328 ttl=57 time=1.42 ms
64 bytes from 52.175.213.212: icmp_seq=329 ttl=57 time=1.43 ms
64 bytes from 52.175.213.212: icmp_seq=330 ttl=57 time=1.60 ms
64 bytes from 52.175.213.212: icmp_seq=331 ttl=57 time=1.27 ms
64 bytes from 52.175.213.212: icmp_seq=332 ttl=57 time=1.00 ms
64 bytes from 52.175.213.212: icmp_seq=333 ttl=57 time=1.21 ms
64 bytes from 52.175.213.212: icmp_seq=334 ttl=57 time=1.54 ms
64 bytes from 52.175.213.212: icmp_seq=335 ttl=57 time=1.28 ms
64 bytes from 52.175.213.212: icmp_seq=336 ttl=57 time=1.45 ms
